gene,g21,g22,g23,g24,g25,g26,g27,g31,g32,g33,g34,g35,g36,g37,g39,g41,g43,g44,g45
azoR1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
azoR1_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacC_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bacC_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bacC_2~~~bacC_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bacC_4~~~bacC_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
baeR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bamA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bamA_3~~~bamA_2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
bamD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bamE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
barA~~~rcsC_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
barS1~~~bacC_1~~~hcaB_2~~~gdhI,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
basR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
basR_2~~~basR_1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
bauA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bauA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bauC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bcp_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bcp_2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
bcr_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bcr_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bcr_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bdcA_1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdcA_2~~~bdcA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bdhA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bdlA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
benM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepA_1~~~bepA_6,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
bepA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepA_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepA_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepA_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepA_6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bepA_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepC_1~~~bepC,1,2,2,1,2,1,1,3,3,2,1,2,1,3,3,3,2,2,2
bepE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepF_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepF_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepF_2~~~bepF_4,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
bepF_2~~~mdtE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepF_4~~~mdtC_3~~~oqxB7,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1
bepF_5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bepG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bepG_1~~~bepG_2,0,3,3,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
bepR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betA_3~~~betA_2~~~betA_1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,1
betB_1~~~betB_2~~~betB_3~~~gbsA_1,0,3,3,2,2,2,0,0,0,2,0,0,3,2,0,0,1,0,0
betB_1~~~betB_5~~~betB_8~~~betB_7,2,1,2,1,1,3,1,2,2,1,2,2,3,1,2,2,2,1,2
betB_2~~~betB_4~~~betB_5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1
betB_5~~~betB_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betB_5~~~gbsA,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0
betB_6,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
betB_7~~~betB_6~~~betB_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
betC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betI_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betI_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betI_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betI_4~~~betI_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
betS_1~~~betS~~~betS_2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
bfr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bglA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bhbA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bicA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bigR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bigR_1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
bioF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bioF_2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
bioM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bioN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bioS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bioY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
birA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bkdA1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bkdA2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bkdB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
blaP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
blaP_2~~~bla,2,2,2,1,2,2,2,1,2,2,1,3,2,1,1,2,1,2,2
blc,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
blc_2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
blh_1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
blh_2~~~blh_3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
bluB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bmaC,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
bolA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bpoC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
braC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bsdB,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
bsdB_2~~~bsdB,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
bshA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bshB1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btaE,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,2,0,0
btrK,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btsR~~~cheB_3,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1
btuB_1~~~btuB_2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1
btuB_1~~~hxuC,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1
btuB_2~~~btuB_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
btuD_10,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1
btuD_11,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_11~~~btuD_1~~~btuD_4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
btuD_12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
btuD_13~~~btuD_11,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
btuD_13~~~btuD_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_14~~~potA_3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
btuD_14~~~ybhF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_15~~~frcA_1~~~frcA_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_16~~~bioM_2~~~ybiT~~~expZ~~~yheS_3~~~yheS_2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
btuD_17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
btuD_17~~~rbsA_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_18~~~btuD_3~~~gsiA_6~~~gsiA_13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
btuD_19~~~btuD_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuD_20~~~malK_10~~~btuD_7~~~malK_7,1,2,1,0,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1
btuD_3~~~btuD_6,0,1,1,1,1,2,1,2,1,1,1,1,1,0,0,1,0,0,1
btuD_7,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
btuD_8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
btuD_8~~~btuD_22,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
btuF~~~hmuT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
budC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
cah_2~~~cah_1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0
cah_3~~~cah_1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
caiA~~~dmdC_1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1
caiD_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
caiD_2~~~caiD_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
calB,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
camC,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1
carA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
carA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
carA_3~~~carA_1,0,1,1,1,1,1,0,0,0,1,0,0,2,1,0,0,1,0,0
carB_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
carB_2~~~carB_1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
carB_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
carB_4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
carD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
carE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
catD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
catD_2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
catE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
catI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
catJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
catM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbbA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbbL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbbS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbbX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbf2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbiG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbpA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cbpA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cca,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1
cckA_1~~~cckA_2~~~cckA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cckA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccmA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccmB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccmC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccmE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccmF~~~ccmF_2~~~ccmF_1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1
ccmH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccpA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccpA_2~~~ccpA_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ccpA_3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ccpA_4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
ccpA_5~~~gntR_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
cdd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cdhR_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cdhR_1~~~rhaS_4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
cdhR_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cdhR_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cdhR_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cdhR_5~~~cdhR_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cdhR_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cdhR_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cecR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cefD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
cetB,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
cfa_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cfa_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cgtA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
chaA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
chaA_1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chaC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheB_3~~~cheB_5~~~cheB_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheB_3~~~todT_1~~~todT_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheB_4~~~cheB_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheB_4~~~cheB_5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
cheD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheW_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheW_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheW_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cheY_1~~~cheB_2~~~cheB_1~~~cheB_3,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2
cheY_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
chpT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
chrB1~~~glpE,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2
chuR,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,2
chvE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cimA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cinA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpP_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpP_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpP_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpS2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clpX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clsA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clsB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
clsC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cmk,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cmoA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cmoB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cmpB_1~~~cmpB_2~~~cmpB,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cmpD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cmpR_1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
cmpR_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cmpR_4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cmtAa~~~andAa_1~~~ddmA1_2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
cnbH_1~~~cnbH_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
cnbH_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cnrA,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
cntB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cntB_2~~~gsiC_11~~~gsiC_7,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
cntI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
coaA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
coaA_2~~~coaA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
coaBC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
coaD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
coaE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobC,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
cobD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cobV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cocE_1~~~cocE_2~~~cocE,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1
codA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
codA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cof,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comC,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
comM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comR_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comR_2~~~comR_3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comR_2~~~comR_4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
comR_3~~~comR_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
copA_1~~~copA_2~~~ctpV,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
copA_1~~~copA_2~~~kdpB_2~~~kdpB_1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2
copA_2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
corA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
corA_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
corA_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
corA_3~~~corA_1,0,2,1,2,2,2,1,2,1,0,1,1,2,1,0,1,1,0,1
corA_4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
coxM_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
coxM~~~coxM_2,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
coxN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpdA_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpdA_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
cpdA_2~~~cpdA_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpdA_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
cpdA_4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cpdR_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpdR_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpdR_3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cph2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpnA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpoB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpoB_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpo_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpo_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpo_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpo_3~~~cpo_6~~~cpo_5,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0
cpo_4,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
cpo_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cpt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
cra,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
crp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
crt_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
crt_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
csaA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
