gradient,population,site,year,yday,dayl_s,prcp_mm_day,srad_w_m_2,swe_kg_m_2,tmax_deg_c,tmin_deg_c,vp_pa,ydate,ymonth,latitude_dec,longitude_dec,elevation_m
elevation,high elevation,H1,2022,185,52231.92,0,368.05,0,28.44,18.27,2098.71,2022-07-04T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,186,52190.3,3.16,324.45,0,31.13,18.1,2075.87,2022-07-05T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,187,52145.68,15.48,340.87,0,32.57,18.18,2087.05,2022-07-06T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,188,52098.11,7.87,305.16,0,30.88,18.86,2177.11,2022-07-07T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,189,52047.6,19.04,264.05,0,30.1,20.16,2360.34,2022-07-08T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,190,51994.19,29.07,173.27,0,25.42,19.47,2261.03,2022-07-09T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,191,51937.92,6.5,128.09,0,20.68,16.65,1893.86,2022-07-10T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,192,51878.83,0,476.82,0,27.1,13.22,1518.15,2022-07-11T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,193,51816.95,7.56,370.8,0,31.15,15.19,1725.52,2022-07-12T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,194,51752.33,0,414.49,0,29.17,17.47,1995.74,2022-07-13T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,195,51685,4.58,340.78,0,29.57,16.03,1821.25,2022-07-14T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,196,51615.01,0,449.59,0,29.16,15.99,1816.71,2022-07-15T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,197,51542.41,0,406.76,0,28.73,17.35,1980.09,2022-07-16T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,198,51467.23,12.62,300.62,0,29.73,18.38,2112.68,2022-07-17T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,199,51389.52,6.45,300.21,0,30.48,18.9,2182.7,2022-07-18T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,200,51309.34,0,347.3,0,28.86,19.49,2264.07,2022-07-19T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,201,51226.72,0,435.69,0,31.29,18.35,2108.91,2022-07-20T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,202,51141.71,0,392.24,0,30.6,19.61,2281.06,2022-07-21T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,203,51054.37,0,452.21,0,32.09,18.46,2123.9,2022-07-22T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,204,50964.74,0,468.4,0,32.73,18.04,2068.59,2022-07-23T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,205,50872.87,0,464.92,0,31.56,17.31,1974.83,2022-07-24T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,206,50778.81,6.95,311.55,0,30.82,18.82,2171.73,2022-07-25T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,207,50682.61,8.56,166.79,0,26.16,20.6,2424.79,2022-07-26T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,208,50584.32,4.48,183.82,0,26.92,20.74,2446.49,2022-07-27T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,209,50484,1.23,292.93,0,28.11,20.7,2440.24,2022-07-28T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,210,50381.68,1.89,334.78,0,29.3,20.71,2442.61,2022-07-29T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,211,50277.43,0,388.48,0,28.1,18.15,2081.98,2022-07-30T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,212,50171.28,15.78,264.6,0,27.47,18.77,2164.56,2022-07-31T00:00:00Z,7,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,213,50063.3,5.98,257.45,0,28.35,19.88,2320,2022-08-01T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,214,49953.53,0,389.45,0,29.97,19.83,2312.68,2022-08-02T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,215,49842.02,0,449.63,0,30.73,18.05,2069.86,2022-08-03T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,216,49728.82,0,426.8,0,30.56,18.88,2179.72,2022-08-04T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,217,49613.97,28.46,310.05,0,30.45,19.3,2238.03,2022-08-05T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,218,49497.54,15.81,269.79,0,27.87,18.99,2195.41,2022-08-06T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,219,49379.56,12.29,302.78,0,29.54,18.94,2187.58,2022-08-07T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,220,49260.08,6.94,314.56,0,30.75,19.15,2216.68,2022-08-08T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,221,49139.15,7.17,304.11,0,31.57,20.14,2357.02,2022-08-09T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,222,49016.82,12.84,271.16,0,29.43,19.99,2335.89,2022-08-10T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,223,48893.12,1.28,348.12,0,27.89,19.25,2230.67,2022-08-11T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,224,48768.12,0,383.99,0,25.82,16.39,1863.03,2022-08-12T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,225,48641.84,0,470.48,0,25.62,12.92,1488.84,2022-08-13T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,226,48514.34,27.92,306.11,0,24.25,14.23,1621.8,2022-08-14T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,227,48385.66,11.08,172.66,0,20.25,15.33,1740.43,2022-08-15T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,228,48255.84,0.89,210.69,0,19.43,15.07,1711.62,2022-08-16T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,229,48124.92,0,393.2,0,24.34,15.13,1719.16,2022-08-17T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,230,47992.94,11.97,337.57,0,26.21,14.47,1647.26,2022-08-18T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,231,47859.95,0,441.22,0,25.91,14.68,1669.23,2022-08-19T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,232,47725.99,0,446.77,0,27.21,15.41,1749.86,2022-08-20T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,233,47591.08,16.6,257.45,0,24.43,16.61,1889.48,2022-08-21T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,234,47455.28,0,417.29,0,27.99,17.43,1990.5,2022-08-22T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,235,47318.61,0,438.45,0,27.3,16.06,1823.76,2022-08-23T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,236,47181.12,0,466.79,0,28.27,15.35,1743.44,2022-08-24T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,237,47042.84,0,441.83,0,27.78,15.96,1812.6,2022-08-25T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,238,46903.8,0,438.66,0,29.33,17.1,1949.26,2022-08-26T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,239,46764.05,0,430.16,0,29.24,17.22,1963.97,2022-08-27T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,240,46623.61,0,418.01,0,29.32,17.68,2022.28,2022-08-28T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,241,46482.53,0,415.61,0,30.12,18.29,2100.66,2022-08-29T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,242,46340.82,2.96,290.9,0,28.88,18.29,2101.04,2022-08-30T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,243,46198.53,0,399.83,0,27.06,16.24,1845.75,2022-08-31T00:00:00Z,8,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,244,46055.68,0,458.61,0,27.05,13.28,1524.62,2022-09-01T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,245,45912.31,0,461.98,0,27.8,13.46,1542.85,2022-09-02T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,246,45768.44,0,426.99,0,27.83,15.32,1739.67,2022-09-03T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,247,45624.12,26.1,284.58,0,27.35,16.85,1918.85,2022-09-04T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,248,45479.35,23.06,158.67,0,23.19,18.09,2074.33,2022-09-05T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,249,45334.19,0,330.37,0,27.5,18.75,2162.23,2022-09-06T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,250,45188.64,5.17,250.38,0,26.38,17.65,2018.14,2022-09-07T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,251,45042.75,1.19,300.36,0,24.56,17.11,1950.01,2022-09-08T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,252,44896.53,0,319.11,0,24.54,16.52,1878.7,2022-09-09T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,253,44750.02,20.62,130.88,0,19.38,15.46,1755.09,2022-09-10T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,254,44603.25,3.24,261.78,0,25.36,16.29,1850.71,2022-09-11T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,255,44456.23,4.31,261.64,0,27.08,17.81,2038.89,2022-09-12T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,256,44309,0,408.59,0,23.74,12.53,1451.88,2022-09-13T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,257,44161.58,0,445.63,0,23.7,10.17,1241.12,2022-09-14T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,258,44013.99,0,449.98,0,25.03,10.42,1262.06,2022-09-15T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,259,43866.27,0,436.08,0,25.99,11.82,1384.98,2022-09-16T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,260,43718.43,0,404.41,0,25.22,12.88,1484.85,2022-09-17T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,261,43570.51,0,430.15,0,26.77,12.35,1434.14,2022-09-18T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,262,43422.53,1.01,413.55,0,26.94,13.34,1530.35,2022-09-19T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,263,43274.5,0,408.68,0,28.44,14.48,1648.02,2022-09-20T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,264,43126.47,0,427.41,0,28.91,13.19,1515.52,2022-09-21T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,265,42978.45,0,388.36,0,25.07,12.48,1446.69,2022-09-22T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,266,42830.46,0,402.31,0,19.61,6.95,998.27,2022-09-23T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,267,42682.54,0,421.78,0,22.36,7.89,1064.17,2022-09-24T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,268,42534.7,4.4,283.36,0,22.63,10.49,1267.92,2022-09-25T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,269,42386.98,0,363.45,0,22.02,10.59,1276.46,2022-09-26T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,270,42239.39,0,384.08,0,19.28,7.03,1003.24,2022-09-27T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,271,42091.97,0,411.13,0,18.51,4.56,845.73,2022-09-28T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,272,41944.74,0,402.54,0,18.97,5.24,886.89,2022-09-29T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,273,41797.72,61.09,123.53,0,12.13,7.76,1054.7,2022-09-30T00:00:00Z,9,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,274,41650.94,16.05,95.35,0,11.85,8.63,1118.92,2022-10-01T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,275,41504.43,1.71,148.79,0,13.46,9.66,1199.73,2022-10-02T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,276,41358.21,0,315.1,0,18.01,8.96,1144.58,2022-10-03T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,277,41212.31,0,384.86,0,17.28,4.89,865.31,2022-10-04T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,278,41066.77,0,413.16,0,22.02,6.16,945.35,2022-10-05T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,279,40921.6,0,409.2,0,22.55,6.45,963.98,2022-10-06T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,280,40776.83,0,407.47,0,23.79,6.98,999.92,2022-10-07T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,281,40632.5,0,328.46,0,16.05,5.33,892.1,2022-10-08T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,282,40488.63,0,412.25,0,17.52,0.37,627.55,2022-10-09T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,283,40345.26,0,406.58,0,18.34,0.87,650.53,2022-10-10T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,284,40202.41,0,394.64,0,19.33,2.35,723.34,2022-10-11T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,285,40060.11,6.46,284.21,0,20.41,4.16,822.1,2022-10-12T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,286,39918.4,0,361.24,0,22.26,6.81,988.13,2022-10-13T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,287,39777.31,0,358.06,0,18.95,4,812.79,2022-10-14T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,288,39636.87,0,396.6,0,24.26,3.68,795.08,2022-10-15T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,289,39497.11,16.06,227.8,0,19.02,7.05,1004.54,2022-10-16T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,290,39358.07,0,251.25,0,17.44,8.11,1080.12,2022-10-17T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,291,39219.79,0,187.65,0,6.91,0.64,639.59,2022-10-18T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,292,39082.29,0,247.46,0,8.97,0.36,626.89,2022-10-19T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,293,38945.62,0,365.38,0,14.86,-1.4,551.33,2022-10-20T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,294,38809.81,0,372.84,0,16.91,-0.94,570,2022-10-21T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,295,38674.9,0,380.03,0,20.34,0.04,612.69,2022-10-22T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,296,38540.92,0,363.42,0,20.72,2.1,710.69,2022-10-23T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,297,38407.92,0,368.01,0,23.77,3.09,762.63,2022-10-24T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,298,38275.94,2.12,259.74,0,21.99,4.05,815.76,2022-10-25T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,299,38145.02,0,289.28,0,18.98,5.99,933.94,2022-10-26T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,300,38015.19,0,249.84,0,18.5,7.78,1056.22,2022-10-27T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,301,37886.5,0,277.95,0,15.08,2.95,755.05,2022-10-28T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,302,37758.99,0,244.01,0,14.97,4.71,854.74,2022-10-29T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,303,37632.71,0.66,206.33,0,14.68,6.11,942.12,2022-10-30T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,304,37507.69,7.85,125.02,0,13.6,6.74,983.91,2022-10-31T00:00:00Z,10,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,305,37383.99,0,208.19,0,18.88,9.61,1195.27,2022-11-01T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,306,37261.65,1.81,189.6,0,16.29,8.04,1074.83,2022-11-02T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,307,37140.71,0,237.59,0,19.21,8.15,1083.43,2022-11-03T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,308,37021.22,1.96,257.03,0,20.84,8.33,1096.5,2022-11-04T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,309,36903.23,7.15,158.25,0,21.77,11.96,1397.87,2022-11-05T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,310,36786.79,9.94,112.3,0,23.26,16.45,1870.43,2022-11-06T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,311,36671.93,0,200.85,0,24.89,15.31,1738.76,2022-11-07T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,312,36558.72,0,222.84,0,17.09,7.11,1009.16,2022-11-08T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,313,36447.2,0,268.61,0,14.79,2.1,710.29,2022-11-09T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,314,36337.42,29.19,193.47,0,16.08,4.04,815.19,2022-11-10T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,315,36229.42,39.96,178.81,0,20.1,8.94,1143.16,2022-11-11T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,316,36123.27,0,212.15,0,18.61,9.16,1160.09,2022-11-12T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,317,36019,0,96.82,0,4.07,0.52,634.11,2022-11-13T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,318,35916.67,0,259.56,0,6.96,-4.26,445.52,2022-11-14T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,319,35816.33,29.65,134.77,0,3.5,-3.33,477.58,2022-11-15T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,320,35718.03,0,154.12,0,6.07,0.24,621.59,2022-11-16T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,321,35621.81,0,115.18,0,2.22,-1.98,528.34,2022-11-17T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,322,35527.74,0,259.91,0,6.97,-4.6,434.05,2022-11-18T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,323,35435.86,0,261.61,0,7.37,-4.36,442.08,2022-11-19T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,324,35346.21,0,183.4,0,3.08,-3.89,458.21,2022-11-20T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,325,35258.85,0,306.25,0,10.52,-7.15,357.21,2022-11-21T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,326,35173.83,0,305.42,0,13.68,-5.16,416.02,2022-11-22T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,327,35091.2,0,301.29,0,15.47,-3.13,485.06,2022-11-23T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,328,35010.99,0,292.13,0,15.11,-1.67,540.33,2022-11-24T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,329,34933.27,0,273.86,0,14.88,0.63,639.22,2022-11-25T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,330,34858.08,0.97,280.06,0,15.67,0.04,612.35,2022-11-26T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,331,34785.46,1.94,267.59,0,15.67,1.4,675.55,2022-11-27T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,332,34715.45,0,143.36,0,10.9,5.12,879.22,2022-11-28T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,333,34648.11,12.6,189.6,0,12.29,-0.19,602.26,2022-11-29T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,334,34583.47,6.49,204.95,0,16.21,0.27,622.68,2022-11-30T00:00:00Z,11,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,335,34521.57,0,207.8,0,6.07,-3.2,482.53,2022-12-01T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,336,34462.46,8.13,207.78,0,11.52,-5.08,418.57,2022-12-02T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,337,34406.17,5.53,205.6,0,15.07,-2.04,525.77,2022-12-03T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,338,34352.75,0,194.99,0,7.18,-1.8,535.36,2022-12-04T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,339,34302.22,6.53,162.13,0,5.6,-4.69,431.16,2022-12-05T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,340,34254.62,22.83,167.61,0,8.56,-2.6,504.5,2022-12-06T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,341,34209.99,4.37,161.01,0,15.32,4.23,826.09,2022-12-07T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,342,34168.35,11.56,87.84,0,12.88,7.58,1042.3,2022-12-08T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,343,34129.73,3.35,43.61,0,7.28,5.05,875.15,2022-12-09T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,344,34094.17,0.86,56.61,0,5.34,3.27,772.01,2022-12-10T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,345,34061.68,0,155.63,0,9.54,2.83,748.29,2022-12-11T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,346,34032.29,0,172.37,0,7.96,0.47,631.76,2022-12-12T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,347,34006.02,0,131.56,0,4.14,-1.3,555.3,2022-12-13T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,348,33982.89,19.53,126.77,0,5.06,-2.12,522.6,2022-12-14T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,349,33962.91,11.21,74.38,0,2.49,-1.42,550.54,2022-12-15T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,350,33946.11,0,164.37,0,6.32,-0.68,580.95,2022-12-16T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,351,33932.49,0,180.16,0,6.17,-1.75,537.4,2022-12-17T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,352,33922.06,0,87.7,0,0.9,-2.48,508.95,2022-12-18T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,353,33914.83,0,212.53,0,3.69,-5.87,394.28,2022-12-19T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,354,33910.8,0,233.95,0,5.67,-5.76,397.62,2022-12-20T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,355,33909.99,10.73,175.76,0,6.13,-5.09,418.46,2022-12-21T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,356,33912.38,23.43,138.65,0,3.68,-3.89,458.19,2022-12-22T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,357,33917.98,0,192.64,0,0.27,-7.39,350.82,2022-12-23T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,358,33926.78,0,251.01,0,-8.4,-19.74,127.68,2022-12-24T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,359,33938.78,0,272.72,0,-2.53,-16.97,161.74,2022-12-25T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,360,33953.97,0,249.07,0,-1.14,-12.32,237.49,2022-12-26T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,361,33972.33,0,274.56,0,6.02,-9.28,302.57,2022-12-27T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,362,33993.86,0,276.48,0,10.36,-6.45,377.24,2022-12-28T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,363,34018.53,0,281.66,0,15.51,-4.81,427.32,2022-12-29T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,364,34046.34,0,279.35,0,17.1,-2.63,503.22,2022-12-30T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H1,2022,365,34077.25,5.09,156.1,0,11.97,2.79,746.58,2022-12-31T00:00:00Z,12,37.4,-80.06,1091.18
elevation,high elevation,H2,2022,1,34111.41,24.47,171.66,0,16.47,5.34,892.8,2022-01-01T00:00:00Z,1,37.39,-80.51,1136.9
elevation,high elevation,H2,2022,2,34148.49,18.82,50.55,0,10.47,7.83,1059.68,2022-01-02T00:00:00Z,1,37.39,-80.51,1136.9
elevation,high elevation,H2,2022,3,34188.61,8.61,22.88,0,-2.21,-2.21,519.11,2022-01-03T00:00:00Z,1,37.39,-80.51,1136.9
elevation,high elevation,H2,2022,4,34231.73,0,279.18,0,0.74,-13.18,221.49,2022-01-04T00:00:00Z,1,37.39,-80.51,1136.9
elevation,high elevation,H2,2022,5,34277.84,0,295.62,0,4.13,-11.91,245.37,2022-01-05T00:00:00Z,1,37.39,-80.51,1136.9
